bath,bed,garden,mq,name,parking,pool,price,province,region,town,town2,type,url
4,6,,280,"Castiglione della Pescaia, Grosseto, Tuscany",1,1,3950000,Grosseto,Tuscany,"Strada Provinciale 3 del Padule, Macchiascandona, Castiglione della Pescaia, Grosseto, Toscana, Italia",Castiglione della Pescaia,Estate,https://www.italianhousesforsale.com/property-in-italy/charming-estate-for-sale-in-castiglione-della-pescaia/
9,6,,,"Pisa Province, Tuscany, Tuscany",,1,1850000,Tuscany,Tuscany,,Pisa Province,Villa,https://www.italianhousesforsale.com/property-in-italy/residential-for-sale-tuscany-pisa-province-v6150-x/
4,3,,,"Cortona, Tuscany, Tuscany",,1,1980000,Tuscany,Tuscany,,Cortona,Country House,https://www.italianhousesforsale.com/property-in-italy/residential-for-sale-tuscany-cortona-v615224-x/
8,8,,,"Bucine, Tuscany, Tuscany",,1,950000,Tuscany,Tuscany,,Bucine,Country House,https://www.italianhousesforsale.com/property-in-italy/residential-for-sale-tuscany-bucine-v61696-x/
5,5,,,"Cortona, Tuscany, Tuscany",,1,2190000,Tuscany,Tuscany,,Cortona,Country House,https://www.italianhousesforsale.com/property-in-italy/residential-for-sale-tuscany-cortona-v616324-x/
2,3,,130,"Castiglione della Pescaia, Grosseto, Tuscany",1,1,1980000,Grosseto,Tuscany,"Strada Provinciale 3 del Padule, Macchiascandona, Castiglione della Pescaia, Grosseto, Toscana, Italia",Castiglione della Pescaia,Villa,https://www.italianhousesforsale.com/property-in-italy/villa-with-pool-for-sale-in-castiglione-della-pescaia/
2,3,,150,"Castiglione della Pescaia, Grosseto, Tuscany",1,,1970000,Grosseto,Tuscany,"Strada Provinciale 3 del Padule, Macchiascandona, Castiglione della Pescaia, Grosseto, Toscana, Italia",Castiglione della Pescaia,Villa,https://www.italianhousesforsale.com/property-in-italy/villa-for-sale-in-castiglione-della-pescaia/
2,4,,,"Cortona, Tuscany, Tuscany",,1,695000,Tuscany,Tuscany,,Cortona,Country House,https://www.italianhousesforsale.com/property-in-italy/residential-for-sale-tuscany-cortona-v617024-x/
3,3,,,"Desenzano del Garda, Brescia, Lombardy",,,1880000,Brescia,Lombardy,,Desenzano del Garda,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-desenzano-del-garda-gardasee-93625_370925_dv-476/
2,2,,,"Città della Pieve, Perugia, Umbria",,,220000,Perugia,Umbria,,Città della Pieve,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-citta-della-pieve-perugia-umbria-ge3101/
4,4,,,"Magione, Perugia, Umbria",,,1400000,Perugia,Umbria,,Magione,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-magione-perugia-umbria-ge6965/
5,6,,,"Chiusi, Siena, Tuscany",,,650000,Siena,Tuscany,,Chiusi,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-chiusi-siena-tuscany-ge9386/
19,13,,,"Valfabbrica, Perugia, Umbria",,,1850000,Perugia,Umbria,,Valfabbrica,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-valfabbrica-perugia-umbria-ge9400/
3,4,,,"Magione, Perugia, Umbria",,,780000,Perugia,Umbria,,Magione,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-magione-perugia-umbria-ge9596/
9,10,,,"Montepulciano, Siena, Tuscany",,,1590000,Siena,Tuscany,,Montepulciano,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-montepulciano-siena-tuscany-ge9615/
4,3,,225,"Firenze, Tuscany",1,,570000,Firenze,Tuscany,"Pontassieve, Unione di Comuni Valdarno e Valdisieve, Florence, Toskana, 50065, Italien",,Farmhouse/Rustico,https://www.italianhousesforsale.com/property-in-italy/unique-rustico-in-an-excellent-location/
2,3,,,"Mori, Trento, Trentino-South Tyrol",,,344000,Trento,Trentino-South Tyrol,,Mori,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-mori-mori-93625_370871_sb399_16n/
2,3,,,"Longobardi, Cosenza, Calabria",,,65000,Cosenza,Calabria,,Longobardi,Town House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-longobardi-calabria-italy-ihs15cv/
6,6,,385,"Cortona, Arezzo, Tuscany",,,1090000,Arezzo,Tuscany,,Cortona,Country House,https://www.italianhousesforsale.com/property-in-italy/property-in-italy-arezzo-toscana-cor2645/
3,2,,130,"Cetona, Siena, Tuscany",,,600000,Siena,Tuscany,,Cetona,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-in-italy-siena-toscana-cet2261/
7,7,,480,"Montepulciano, Siena, Tuscany",,,2400000,Siena,Tuscany,,Montepulciano,Villa,https://www.italianhousesforsale.com/property-in-italy/property-in-italy-siena-toscana-mtp1102/
1,2,,,"Cremia, Como,",,,165000,Como,,,Cremia,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-cremia-93625_107271_co00253/
2,4,,485,"Firenze, Tuscany",1,,565000,Firenze,Tuscany,"Barberino di Mugello, Unione Montana dei Comuni del Mugello, Florence, Toskana, 50031, Italien",,Villa,https://www.italianhousesforsale.com/property-in-italy/charming-villa-with-large-garden-in-a-quiet-location/
2,2,,,"Sirmione, Brescia, Lombardy",,,895000,Brescia,Lombardy,,Sirmione,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-sirmione-gardasee-93625_367471_sv-6430/
4,4,,,"Arzachena, Sassari, Sardinia",,,,Sassari,Sardinia,,Arzachena,Price on request,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-arzachena-sardinien-93625_370825_pc6876/
3,2,,127,"San Michele di Ganzaria, Catania, Sicily",,,39000,Catania,Sicily,,San Michele di Ganzaria,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-san-michele-di-ganzaria-sicilia-italy-casa-giusi-caltagirone-pis/
2,3,,130,"Firenze, Tuscany",,,750000,Firenze,Tuscany,"Florence, Toskana, Italien",,Apartment,https://www.italianhousesforsale.com/property-in-italy/luxurious-city-apartment-with-private-garden/
4,5,,500,"Livorno, Tuscany",1,,660000,Livorno,Tuscany,"Campiglia Marittima, Livorno, Toskana, Italien",,Farmhouse/Rustico,https://www.italianhousesforsale.com/property-in-italy/spacious-rustico-near-the-sea/
6,4,,613,"Brescia, Lombardy",1,1,980000,Brescia,Lombardy,"Via Teresio Olivelli, Gratacasolo, Pisogne, Comunità montana del Sebino bresciano, Brescia, Lombardia, 24055, Italia",,Villa,https://www.italianhousesforsale.com/property-in-italy/elegant-villa-with-pool-in-pisogne/
2,3,,177,"Paratico, Brescia, Lombardy",1,,870000,Brescia,Lombardy,"Paratico, Brescia, Lombardia, 25030, Italia",Paratico,Villa,https://www.italianhousesforsale.com/property-in-italy/panoramic-view-in-paratico-new-semi-detached-villa-with-garden/
2,2,,147,"Paratico, Brescia, Lombardy",1,,820000,Brescia,Lombardy,"Paratico, Brescia, Lombardia, 25030, Italia",Paratico,Villa,https://www.italianhousesforsale.com/property-in-italy/exclusivity-in-paratico-new-semi-detached-villa-with-lake-view/
1,2,,200,"Ancona, Le Marche",1,,210000,Ancona,Le Marche,VIA CAGLI,,Detached House,https://www.italianhousesforsale.com/property-in-italy/casa-indipendente/
2,12,,780,"Firenze, Tuscany",1,,319000,Firenze,Tuscany,"Rufina, Unione di Comuni Valdarno e Valdisieve, Florence, Toskana, Italien",,Farmhouse/Rustico,https://www.italianhousesforsale.com/property-in-italy/rustico-in-a-fantastic-panoramic-location/
10,10,,308,"Cefalù, Palermo, Sicily",,,950000,Palermo,Sicily,,Cefalù,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-cefalu-sicilia-italy-agriturismo-cuore-della-valle-pis/
1,5,,460,"Pisa, Tuscany",1,,295000,Pisa,Tuscany,"San Miniato, Pisa, Toskana, Italien",,Farmhouse/Rustico,https://www.italianhousesforsale.com/property-in-italy/rustico-in-a-strategic-location/
1,2,,,"Torri del Benaco, Verona, Veneto",,,1575000,Verona,Veneto,,Torri del Benaco,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-torri-del-benaco-torri-del-benaco-93625_370701_gv0138_p2_5/
3,5,,,"Carlazzo, Como, Lombardy",,,175000,Como,Lombardy,,Carlazzo,House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-carlazzo-93625_370313_co-135/
1,2,,,"Costermano sul Garda, Verona, Veneto",,,840000,Verona,Veneto,,Costermano sul Garda,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-costermano-sul-garda-costermano-sul-garda-93625_370517_gv0146_p1/
1,5,,110,"Piegaro, Perugia, Umbria",1,,180000,Perugia,Umbria,"Piegaro, Perugia, Umbria, 06066, Italia",Piegaro,Apartment,https://www.italianhousesforsale.com/property-in-italy/appartamento-la-volta-p035/
3,7,,240,"Assisi, Perugia, Umbria",1,,550000,Perugia,Umbria,"Assisi, Perugia, Umbria, 06081, Italia",Assisi,Villetta,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-assisi-perugia-umbria-cbi134-1917-166/
6,6,,450,"Perugia, Perugia, Umbria",1,,550000,Perugia,Umbria,"Fratta Todina, Perugia, Umbria, 06054, Italia",Perugia,Farmhouse/Rustico,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-fratta-todina-perugia-umbria-cbi134-1917-167/
3,4,,500,"Fermo, Le Marche",,,330000,Fermo,Le Marche,Via Giuseppe Garibaldi 13 Massa Fermana,,Historical Townhouse,https://www.italianhousesforsale.com/property-in-italy/sorbatti-palace/
3,5,,290,"Panicale, Umbria",1,1,895000,Panicale,Umbria,"Panicale, Perugia, Umbria, 06068, Italia",,Farmhouse/Rustico,https://www.italianhousesforsale.com/property-in-italy/villa-rondine-p047/
2,3,,,"Torri del Benaco, Verona, Veneto",,,1200000,Verona,Veneto,,Torri del Benaco,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-torri-del-benaco-torri-del-benaco-93625_370699_gv0138_p1_4/
4,4,,330,"Castiglione d'Orcia, Siena, Tuscany",,,1550000,Siena,Tuscany,,Castiglione d'Orcia,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-in-italy-siena-toscana-val2743/
9,11,,1000,"Sovicille, Siena, Tuscany",,,2500000,Siena,Tuscany,,Sovicille,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-in-italy-siena-toscana-sie2229/
8,12,,,"Castellina In Chianti, SI, Toskana",,,11000000,SI,Toskana,,Castellina In Chianti,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-castellina-in-chianti-poggibonsi-93625_313643_tkv-424/
2,3,,,"Padenghe sul Garda, Brescia, Lombardy",,,520000,Brescia,Lombardy,,Padenghe sul Garda,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-padenghe-sul-garda-gardasee-93625_366793_pv-627/
1,2,,,"Desenzano del Garda, Brescia, Lombardy",,,420000,Brescia,Lombardy,,Desenzano del Garda,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-desenzano-del-garda-gardasee-93625_367855_dv-449/
4,4,,,"Pozzolengo, Brescia, Lombardy",,,1790000,Brescia,Lombardy,,Pozzolengo,House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-pozzolengo-lombardei-93625_369783_sv6434/
3,3,,,"Stravino, Trento,",,,,Trento,,,Stravino,Price on request,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-stravino-cavedine-93625_369891_sb500/
2,3,,,"Torri del Benaco, Verona, Veneto",,,1275000,Verona,Veneto,,Torri del Benaco,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-torri-del-benaco-torri-del-benaco-93625_370693_gv0138_p0_1/
3,6,,287,"Sanremo, Imperia, Liguria",,,860000,Imperia,Liguria,,Sanremo,Villa,https://www.italianhousesforsale.com/property-in-italy/property-in-italy-imperia-liguria-imp3218/
5,6,,,"Cetona, Siena, Tuscany",,,2225000,Siena,Tuscany,,Cetona,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-cetona-siena-tuscany-ge9506/
2,1,,,"Pienza, Siena, Tuscany",,,295000,Siena,Tuscany,,Pienza,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-pienza-siena-tuscany-ge9555/
1,1,,48,"Petralia Sottana, Palermo, Sicily",,,130000,Palermo,Sicily,,Petralia Sottana,Town House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-petralia-sottana-sicilia-italy-casa-marilena-piano-battaglia-pis/
1,2,,55,"Livorno, Tuscany",,,115000,Livorno,Tuscany,,,Apartment,https://www.italianhousesforsale.com/property-in-italy/for-sale-in-tuscany-1250907-1721-fl-1329vz/
3,5,,,"Cortona, Tuscany, Tuscany",,,1400000,Tuscany,Tuscany,,Cortona,Country House,https://www.italianhousesforsale.com/property-in-italy/residential-for-sale-tuscany-cortona-v61652-x/
6,6,,,"Costa Smeralda, Sardinia, Tuscany",,1,6900000,Sardinia,Tuscany,,Costa Smeralda,Villa,https://www.italianhousesforsale.com/property-in-italy/residential-for-sale-tuscany-costa-smeralda-v616416-x/
4,7,,,"Bagni Di Lucca, Tuscany, Tuscany",,1,480000,Tuscany,Tuscany,,Bagni Di Lucca,Villa,https://www.italianhousesforsale.com/property-in-italy/residential-for-sale-tuscany-bagni-di-lucca-v6166-x/
3,4,,298,"Montefalco, Perugia, Umbria",1,,695000,Perugia,Umbria,"Montefalco, Perugia, Umbria, 06036, Italia",Montefalco,Villa,https://www.italianhousesforsale.com/property-in-italy/montefalcos-villa/
6,5,,,"Lisciano Niccone, Perugia, Umbria",,,2400000,Perugia,Umbria,,Lisciano Niccone,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-lisciano-niccone-perugia-umbria-ge9436/
2,2,,234,"Todi, Perugia, Umbria",,,650000,Perugia,Umbria,Todi,Todi,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-todi-2-bedrooms-villa-umbria-for-sale-a1190rv55960/
1,1,,450,"Torrita di Siena, Siena, Tuscany",,,950000,Siena,Tuscany,Torrita Di Siena,Torrita di Siena,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-torrita-di-siena-1-bedroom-farmhouse-tuscany-for-sale-a1190rc72707/
1,1,,420,"Pienza, Siena, Tuscany",,,850000,Siena,Tuscany,Pienza,Pienza,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-pienza-1-bedroom-farmhouse-tuscany-for-sale-a1190rc74918/
3,3,,183,"Poggibonsi, Siena, Tuscany",,,580000,Siena,Tuscany,Poggibonsi,Poggibonsi,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-poggibonsi-3-bedrooms-flat-tuscany-for-sale-a9756ra2477254a/
3,2,,200,"Monteleone di Fermo, Fermo, Le Marche",,,695000,Fermo,Le Marche,"Contrada Chiavanella, Monteleone di Fermo, Fermo, 63841, Italia",Monteleone di Fermo,Country House,https://www.italianhousesforsale.com/property-in-italy/casale-monteleone-code-d9155/
2,2,,,"Pisa, Tuscany",,,120000,Pisa,Tuscany,,,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-terricciola-toscana-italy-fiordiloto2429larch/
0,5,,,"Parma, Emilia-Romagna",,,390000,Parma,Emilia-Romagna,,,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-monchio-delle-corti-emilia-romagna-italy-casaleprateria1217larch/
3,4,,,"Tuoro sul Trasimeno, Perugia, Umbria",,,900000,Perugia,Umbria,,Tuoro sul Trasimeno,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-tuoro-sul-trasimeno-perugia-umbria-ge6793/
3,3,,740,"San Gimignano, Siena, Tuscany",,,1350000,Siena,Tuscany,San Gimignano,San Gimignano,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-san-gimignano-3-bedrooms-flat-tuscany-for-sale-a9756ra2476253a/
1,1,,50,"Grottammare, AscoliPiceno, Le Marche",1,,550000,Ascoli Piceno,Le Marche,"Grottammare, Ascoli Piceno, Marche, Italia",Grottammare,Apartment,https://www.italianhousesforsale.com/property-in-italy/luxurious-retreat-on-the-grottammare-promenade-le-marche/
,7,,600,"Grosseto, Tuscany",1,,350000,Grosseto,Tuscany,"Castell'Azzara, Unione dei Comuni Montani Amiata Grossetana, Grosseto, Toskana, 58034, Italien",,Farmhouse/Rustico,https://www.italianhousesforsale.com/property-in-italy/rustico-in-need-of-renovation-with-large-potential/
2,2,,473,"Radicondoli, Siena, Tuscany",,,480000,Siena,Tuscany,Radicondoli,Radicondoli,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-radicondoli-2-bedrooms-rustic-house-tuscany-for-sale-a9756rc2475966a/
6,6,,300,"Monte Argentario, Grosseto, Tuscany",,,5000000,Grosseto,Tuscany,Monte Argentario,Monte Argentario,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-monte-argentario-6-bedrooms-villa-tuscany-for-sale-a1190rv38672/
12,12,,665,"Gubbio, Perugia, Umbria",,,1300000,Perugia,Umbria,Gubbio,Gubbio,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-gubbio-12-bedrooms-farmhouse-umbria-for-sale-a1190ta76707/
1,1,,600,"Montescudaio, Pisa, Tuscany",,,600000,Pisa,Tuscany,Montescudaio,Montescudaio,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-montescudaio-1-bedroom-farmhouse-tuscany-for-sale-a8322ta2054100a/
6,6,,540,"Montalcino, Siena, Tuscany",,,2600000,Siena,Tuscany,Montalcino,Montalcino,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-montalcino-6-bedrooms-farmhouse-tuscany-for-sale-a1190ta32830/
1,2,,99,"Todi, Perugia, Umbria",,,60000,Perugia,Umbria,"Todi, Perugia, Umbria, 06059, Italia",Todi,Apartment,https://www.italianhousesforsale.com/property-in-italy/angolo-romantico/
4,4,,280,"Monte San Martino, Macerata, Le Marche",1,1,980000,Macerata,Le Marche,"Monte San Martino, Macerata, Italia",Monte San Martino,Country House,https://www.italianhousesforsale.com/property-in-italy/a-vision-of-refined-rural-living-in-the-heart-of-le-marche/
1,2,,,"Desenzano del Garda, Brescia, Lombardy",,,850000,Brescia,Lombardy,,Desenzano del Garda,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-desenzano-del-garda-gardasee-93625_370037_dv-466/
3,2,,,"Desenzano del Garda, Brescia, Lombardy",,,1150000,Brescia,Lombardy,,Desenzano del Garda,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-desenzano-del-garda-gardasee-93625_370049_dv-467/
3,3,,,"Desenzano del Garda, Brescia, Lombardy",,,1690000,Brescia,Lombardy,,Desenzano del Garda,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-desenzano-del-garda-gardasee-93625_370061_dv-468/
5,5,,,"Desenzano del Garda, Brescia, Lombardy",,,,Brescia,Lombardy,,Desenzano del Garda,Price on request,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-desenzano-del-garda-gardasee-93625_370085_dv-470/
5,6,,435,"Rancolfo, Perugia, Umbria",1,,597000,Perugia,Umbria,Strada Casale 1,Rancolfo,Farmhouse/Rustico,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-rancolfo-perugia-umbria-cbi160-2680-95/
2,4,,120,"Ripe San Ginesio, Macerata, Le Marche",1,,250000,Macerata,Le Marche,"Via Piave, San Ginesio, Macerata, 62026, Italia",Ripe San Ginesio,Detached House,https://www.italianhousesforsale.com/property-in-italy/casa-laura-code-d9154/
2,3,,200,"Fermo, Le Marche",1,,158000,Fermo,Le Marche,Via Domenico Sbarra 77 Montefortino,,Villetta,https://www.italianhousesforsale.com/property-in-italy/villa-ambro/
11,9,,1131,"San Casciano In Val Di Pesa, Firenze, Tuscany",1,1,7450000,Firenze,Tuscany,"San Casciano in Val di Pesa, Firenze, Toscana, Italia",San Casciano In Val Di Pesa,Historic Building,https://www.italianhousesforsale.com/property-in-italy/historic-15th-century-villa-in-chianti-with-vineyard-and-olive-grove/
1,3,,,"Arco, Trento, Trentino-South Tyrol",,,358000,Trento,Trentino-South Tyrol,,Arco,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-arco-arco-93625_369369_sb499/
2,3,,180,"Treia, Macerata, Le Marche",,,330000,Macerata,Le Marche,"Via Don Minzoni, Treia, Macerata, Italia",Treia,Apartment,https://www.italianhousesforsale.com/property-in-italy/elegant-3-bedroom-apartment-in-the-heart-of-historic-treia-le-marche/
2,2,,100,"Montepulciano, Siena, Tuscany",,,300000,Siena,Tuscany,,Montepulciano,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-in-italy-siena-toscana-mtp1594/
10,12,,,"Tenno, Trento, Trentino-South Tyrol",,,,Trento,Trentino-South Tyrol,,Tenno,Price on request,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-tenno-tenno-93625_345221_sb465/
16,15,,,"Capannori, LU, Toskana",,,720000,LU,Toskana,,Capannori,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-capannori-toscana-93625_311337_tkv-385/
8,10,,,"Castelfranco Piandiscò, AR, Toskana",,,3200000,AR,Toskana,,Castelfranco Piandiscò,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-castelfranco-piandisco-toscana-93625_322161_tkv-524/
2,2,,,"Torri del Benaco, Verona, Veneto",,,1490000,Verona,Veneto,,Torri del Benaco,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-torri-del-benaco-torri-del-benaco-93625_361139_gv0135/
4,5,,,"Lazise, Verona,",,,3550000,Verona,,,Lazise,House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-lazise-lazise-93625_367433_gv0140/
4,4,,,"Bardolino, Verona, Veneto",,,2950000,Verona,Veneto,,Bardolino,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-bardolino-bardolino-93625_367821_gv0134/
3,2,,242,"Partinico, Palermo, Sicily",,,890000,Palermo,Sicily,,Partinico,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-partinico-sicilia-italy-villa-delle-palme-partinico-pis/
4,6,,323,"Fermo, Le Marche",1,1,990000,Fermo,Le Marche,"Fermo, Italia",,Country House,https://www.italianhousesforsale.com/property-in-italy/a-timeless-marchigiano-gem-where-tradition-meets-contemporary-elegance/
1,1,,45,"Cianciana, Agrigento, Sicily",,,38000,Agrigento,Sicily,"Corso Vittorio Emanuele, Cianciana, Agrigento, Sicilia, 92012, Italia",Cianciana,House,https://www.italianhousesforsale.com/property-in-italy/premises-in-sicily-premises-alfano-corso/
8,10,,,"Monteleone d'Orvieto, Terni, Umbria",,,800000,Terni,Umbria,,Monteleone d'Orvieto,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-monteleone-dorvieto-terni-umbria-ge6873/
8,11,,,"Foiano della Chiana, Arezzo, Tuscany",,,1750000,Arezzo,Tuscany,,Foiano della Chiana,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-foiano-della-chiana-arezzo-tuscany-ge7520/
3,4,,,"Campello sul Clitunno, Perugia, Umbria",,,550000,Perugia,Umbria,,Campello sul Clitunno,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-campello-sul-clitunno-perugia-umbria-ge9505/
3,3,,,"Lucignano, Arezzo, Tuscany",,,390000,Arezzo,Tuscany,,Lucignano,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-lucignano-arezzo-tuscany-ge9560/
2,3,,,"Castel Viscardo, Terni, Umbria",,,220000,Terni,Umbria,,Castel Viscardo,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-castel-viscardo-terni-umbria-ge9365/
2,2,,177,"Agrigento, Sicily",,,44000,Agrigento,Sicily,"Cortile Salerno, Ribera",,Townhouse,https://www.italianhousesforsale.com/property-in-italy/townhouse-in-sicily-casa-trizzino-cortile-salerno/
2,3,,150,"Venice, Veneto",,,660000,Venice,Veneto,"Venedig, Venezia, Venetien, 30121-30176, Italien",,Apartment,https://www.italianhousesforsale.com/property-in-italy/well-kept-city-apartment-with-terrace-and-views-over-venice/
3,5,,450,"Montelupone, Macerata, Le Marche",1,,850000,Macerata,Le Marche,"Contrada Maffeo, Montelupone, Macerata, Italia",Montelupone,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/luliveto-code-b9070/
1,1,,55,"Firenze, Tuscany",1,1,140000,Firenze,Tuscany,"Montaione, Unione dei Comuni Circondario dell'Empolese Valdelsa, Florence, Toskana, Italien",,Apartment,https://www.italianhousesforsale.com/property-in-italy/as-new-2-room-apartment-in-a-beautiful-complex/
1,1,,50,"Firenze, Tuscany",1,1,140000,Firenze,Tuscany,"Montaione, Unione dei Comuni Circondario dell'Empolese Valdelsa, Florence, Toskana, Italien",,Apartment,https://www.italianhousesforsale.com/property-in-italy/comfortable-apartment-with-garden/
2,5,,156,"AscoliPiceno, Le Marche",1,1,320000,Ascoli Piceno,Le Marche,"Polesio, Ascoli Piceno, Marche, 63071, Italia",,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/farmhouse-in-the-municipality-of-ascoli-piceno-with-panoramic-view-and-swimming-pool/
2,3,,150,"Piegaro, Perugia, Umbria",1,1,285000,Perugia,Umbria,"Piegaro, Perugia, Umbria, 06066, Italia",Piegaro,Detached House,https://www.italianhousesforsale.com/property-in-italy/casa-la-montagnola-p020/
4,5,,500,"Ripatransone, AscoliPiceno, Le Marche",1,,480000,Ascoli Piceno,Le Marche,"Ripatransone, Ascoli Piceno, Marche, 63065, Italia",Ripatransone,Country House,https://www.italianhousesforsale.com/property-in-italy/villa-with-panoramic-views-in-the-municipality-of-ripatransone-arranged-on-three-levels/
9,9,,500,"Lucca, Tuscany",1,1,2500000,Lucca,Tuscany,"San Romano in Garfagnana, Unione Comuni Garfagnana, Lucca, Toskana, 55038, Italien",,Farmhouse/Rustico,https://www.italianhousesforsale.com/property-in-italy/large-property-in-a-quiet-prime-location/
2,3,,150,"Fermo, Le Marche",1,,215000,Fermo,Le Marche,"Via Colle Vissiano, Tirassegno, San Marco, Fermo, Marche, 63900, Italia",,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/casale-vista-mare-code-b9151/
5,7,,270,"Montalcino, Siena, Tuscany",1,,2200000,Siena,Tuscany,"Montalcino, Siena, Toscana, Italia",Montalcino,Agriturismo,https://www.italianhousesforsale.com/property-in-italy/farmhouse-for-sale-in-val-dorcia-with-rosso-di-montalcino-vineyard-and-olive-grove-a-unique-opportunity-to-live-and-invest-in-the-heart-of-tuscany/
1,2,,,"Pienza, Siena, Tuscany",,,690000,Siena,Tuscany,,Pienza,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-pienza-siena-tuscany-ge9595/
1,,,67,"Mistretta, Messina, Sicily",,,75000,Messina,Sicily,,Mistretta,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-mistretta-sicilia-italy-casa-mariolina-mistretta-pis/
2,3,,192,"Agrigento, Agrigento, Sicily",,,235000,Agrigento,Sicily,,Agrigento,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-agrigento-sicilia-italy-casa-carmelo-agrigento-pis/
1,2,,206,"Campofelice di Roccella, Palermo, Sicily",,,340000,Palermo,Sicily,,Campofelice di Roccella,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-campofelice-di-roccella-sicilia-italy-tenuta-barbera-campofelice-pis/
