bath,bed,garden,mq,name,parking,pool,price,province,region,town,town2,type,url
7,12,,,"Lucignano, Arezzo, Tuscany",,,1400000,Arezzo,Tuscany,,Lucignano,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-lucignano-arezzo-tuscany-ge9690/
2,2,,200,"Grosseto, Tuscany",1,,370000,Grosseto,Tuscany,"Arcidosso, Unione dei Comuni Montani Amiata Grossetana, Grosseto, Toskana, 58031, Italien",,Farmhouse/Rustico,https://www.italianhousesforsale.com/property-in-italy/well-kept-rustico-in-a-fantastic-location/
2,3,,,"Sinalunga, Siena, Tuscany",,,500000,Siena,Tuscany,,Sinalunga,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-sinalunga-siena-tuscany-ge9359/
,,,,"Desenzano del Garda, Brescia,",,,,Brescia,,,Desenzano del Garda,Price on request,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-desenzano-del-garda-gardasee-93625_96251_dv001557/
2,3,,,"Desenzano del Garda, Brescia,",,,1300000,Brescia,,,Desenzano del Garda,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-desenzano-del-garda-gardasee-93625_109690_dv6693/
4,3,,,"Lonato del Garda, Brescia, Lombardy",,,3200000,Brescia,Lombardy,,Lonato del Garda,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-lonato-del-garda-gardasee-93625_318071_dv-141/
2,3,,,"Brenzone sul Garda, Verona, Veneto",,,965000,Verona,Veneto,,Brenzone sul Garda,House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-brenzone-sul-garda-brenzone-sul-garda-93625_374665_sb501n/
2,2,,80,"Ripatransone, AscoliPiceno, Le Marche",,,72000,Ascoli Piceno,Le Marche,"Ripatransone, Ascoli Piceno, Marche, 63065, Italia",Ripatransone,Town House,https://www.italianhousesforsale.com/property-in-italy/casetta-tanursi/
4,5,,,"Castiglione del Lago, Perugia, Umbria",,,720000,Perugia,Umbria,,Castiglione del Lago,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-castiglione-del-lago-perugia-umbria-ge7213/
5,6,,,"Castiglione del Lago, Perugia, Umbria",,,980000,Perugia,Umbria,,Castiglione del Lago,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-castiglione-del-lago-perugia-umbria-ge7216/
6,3,,961,"Brescia, Lombardy",1,1,1980000,Brescia,Lombardy,"Provaglio d'Iseo, Brescia, Lombardia, 25050, Italia",,Villa,https://www.italianhousesforsale.com/property-in-italy/prestigious-villa-with-pool-in-the-heart-of-franciacorta/
3,3,,202,"Firenze, Tuscany",,1,690000,Firenze,Tuscany,"Greve in Chianti, Firenze, Toscana, Italia",,Portion of House,https://www.italianhousesforsale.com/property-in-italy/charming-portion-of-restored-farmhouse-in-the-heart-of-chianti/
4,5,,300,"Volterra, Pisa, Tuscany",1,1,1490000,Pisa,Tuscany,"Volterra, Pisa, Tuscany, 56048, Italy",Volterra,Country Estate,https://www.italianhousesforsale.com/property-in-italy/prestigious-estate-for-sale-near-volterra-two-villas-private-pools-and-panoramic-views-of-the-tuscan-hills/
3,5,,180,"Lucca, Tuscany",1,,870000,Lucca,Tuscany,"Via Don Aldo Mei, San Martino in Freddana, Pescaglia, Unione dei comuni Media Valle del Serchio, Lucca, Toscana, Italia",,Villa,https://www.italianhousesforsale.com/property-in-italy/charming-stone-villa-with-garden-near-lucca-and-the-tuscan-coast/
5,3,,250,"Livorno, Tuscany",1,,700000,Livorno,Tuscany,"Campiglia Marittima, Livorno, Toskana, Italien",,Farmhouse/Rustico,https://www.italianhousesforsale.com/property-in-italy/well-kept-rustico-with-sea-view/
1,2,,94,"San Quirico d'Orcia, Siena, Tuscany",,,320000,Siena,Tuscany,"San Quirico d'Orcia, Unione dei Comuni Amiata Val d'Orcia, Siena, Toscana, 53027, Italia",San Quirico d'Orcia,Apartment,https://www.italianhousesforsale.com/property-in-italy/cozy-apartment-in-san-quirico-dorcia/
4,4,,380,"Grosseto, Tuscany",1,,650000,Grosseto,Tuscany,"Follonica, Grosseto, Toskana, 58022, Italien",,Farmhouse/Rustico,https://www.italianhousesforsale.com/property-in-italy/rustico-in-a-dominant-hillside-position/
3,3,,341,"Paratico, Brescia, Lombardy",1,,950000,Brescia,Lombardy,"Paratico, Brescia, Lombardy, 25030, Italy",Paratico,Apartament,https://www.italianhousesforsale.com/property-in-italy/new-design-apartment-with-terrace-in-the-center-of-paratico/
5,3,,516,"Scansano, Grosseto, Tuscany",1,,820000,Grosseto,Tuscany,"Scansano, Grosseto, Toscana, 58054, Italia",Scansano,Farm,https://www.italianhousesforsale.com/property-in-italy/organic-winery-for-sale-in-the-heart-of-morellino-di-scansano/
1,1,,50,"Furnari, Messina, Sicily",,,150000,Messina,Sicily,,Furnari,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-furnari-sicilia-italy-casa-renato-furnari-pis/
1,2,,90,"Livorno, Tuscany",1,,330000,Livorno,Tuscany,"Via Roma, San Vincenzo, Livorno, Toscana, 57027, Italia",,Apartament,https://www.italianhousesforsale.com/property-in-italy/renovated-apartment-with-sea-view-terrace-for-sale-in-san-vincenzo-90-sq-m-300-meters-from-the-beach/
2,2,,,"Toscolano Maderno, Brescia, Lombardy",,,447000,Brescia,Lombardy,,Toscolano Maderno,House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-toscolano-maderno-toscolano-maderno-93625_354235_lv-1109/
3,4,,,"Castello Tesino, Trento, Trentino-South Tyrol",,,,Trento,Trentino-South Tyrol,,Castello Tesino,Price on request,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-castello-tesino-castello-tesino-93625_357477_sb447-2n/
2,2,,,"Trento, Trento, Trentino-South Tyrol",,,325000,Trento,Trentino-South Tyrol,,Trento,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-trento-ravina-romagnano-93625_357623_sb433-d04/
2,3,,,"Toscolano Maderno, Brescia, Lombardy",,,456000,Brescia,Lombardy,,Toscolano Maderno,House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-toscolano-maderno-gardasee-93625_364677_lv-1233/
2,2,,,"Centro Valle Intelvi, Como,",,,210000,Como,,,Centro Valle Intelvi,House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-centro-valle-intelvi-lombardei-93625_371635_co-139/
,,,,"Cremia, Como, Lombardia",,,95000,Como,Lombardia,,Cremia,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-cremia-lombardei-93625_372717_co-138/
2,3,,,"Torri del Benaco, Verona, Veneto",,,640000,Verona,Veneto,,Torri del Benaco,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-torri-del-benaco-torri-del-benaco-93625_349063_gv0147/
2,2,,,"Sirmione, Brescia, Lombardy",,,345000,Brescia,Lombardy,,Sirmione,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-sirmione-sirmione-93625_353539_sv00020a/
3,3,,,"Gargnano, Brescia, Lombardy",,,980000,Brescia,Lombardy,,Gargnano,House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-gargnano-gardasee-93625_345895_lv-855/
4,6,,,"Gardone Riviera, Brescia, Lombardy",,,2450000,Brescia,Lombardy,,Gardone Riviera,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-gardone-riviera-gardasee-93625_331949_lv-593/
2,3,,,"Castelnuovo del Garda, Verona, Veneto",,,609000,Verona,Veneto,,Castelnuovo del Garda,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-castelnuovo-del-garda-ponti-sul-mincio-93625_334475_sv-6299/
,,,,"Toscolano Maderno, Brescia,",,,270000,Brescia,,,Toscolano Maderno,"
            ",https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-toscolano-maderno-gardasee-93625_337295_lv-664/
1,1,,,"Polpenazze del Garda, Brescia, Lombardy",,,300000,Brescia,Lombardy,,Polpenazze del Garda,Bed:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-polpenazze-del-garda-gardasee-93625_339231_pv-386/
3,3,,,"Toscolano Maderno, Brescia,",,,2850000,Brescia,,,Toscolano Maderno,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-toscolano-maderno-gardasee-93625_342675_lv-701/
2,2,,,"Toscolano Maderno, Brescia, Lombardy",,,780000,Brescia,Lombardy,,Toscolano Maderno,House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-toscolano-maderno-gardasee-93625_343437_lv-731/
2,3,,,"Salò, Brescia,",,,470000,Brescia,,,Salò,House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-salo-gardasee-93625_343891_lv-749/
1,2,,,"Toscolano Maderno, Brescia, Lombardy",,,350000,Brescia,Lombardy,,Toscolano Maderno,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-toscolano-maderno-gardasee-93625_344023_lv-752/
1,2,,,"Gardone Riviera, Brescia, Lombardy",,,440000,Brescia,Lombardy,,Gardone Riviera,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-gardone-riviera-gardasee-93625_330225_lv-573_7/
4,7,,,"Polpenazze del Garda, Brescia,",,,1500000,Brescia,,,Polpenazze del Garda,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-polpenazze-del-garda-gardasee-93625_109693_pv006694/
3,3,,,"Salò, Brescia, Lombardy",,,980000,Brescia,Lombardy,,Salò,House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-salo-gardasee-93625_109708_lv06675/
2,3,,,"Bardolino, Verona, Veneto",,,1200000,Verona,Veneto,,Bardolino,House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-bardolino-bardolino-93625_373293_gv0151/
1,2,,55,"Cianciana, Agrigento, Sicily",,,19000,Agrigento,Sicily,"Via Martorana, 92012 Cianciana",Cianciana,Townhouse,https://www.italianhousesforsale.com/property-in-italy/townhouse-in-sicily-casa-sarah-via-martorana/
2,3,,,"Toscolano Maderno, Brescia, Lombardy",,,750000,Brescia,Lombardy,,Toscolano Maderno,House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-toscolano-maderno-toscolano-maderno-93625_354841_lv-1120/
30,22,,,"Pozzolengo, Brescia,",,,4900000,Brescia,,,Pozzolengo,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-pozzolengo-gardasee-93625_319929_sv00090/
2,2,,,"Peschiera del Garda, Verona,",,,465000,Verona,,,Peschiera del Garda,House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-peschiera-del-garda-peschiera-del-garda-93625_320553_sv-6214/
1,2,,,"Toscolano Maderno, Brescia, Lombardy",,,277800,Brescia,Lombardy,,Toscolano Maderno,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-toscolano-maderno-gardasee-93625_325291_lv05946-int-40/
2,3,,,"Toscolano Maderno, Brescia,",,,550000,Brescia,,,Toscolano Maderno,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-toscolano-maderno-toscolano-maderno-93625_108387_lv06264/
4,3,,,"Gardone Riviera, Brescia, Lombardy",,,3200000,Brescia,Lombardy,,Gardone Riviera,House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-gardone-riviera-gardasee-93625_131009_lv05918/
4,3,,,"Padenghe sul Garda, Brescia, Lombardy",,,2200000,Brescia,Lombardy,,Padenghe sul Garda,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-padenghe-sul-garda-gardasee-93625_107625_pv006041/
2,3,,,"Sirmione, Brescia, Lombardy",,,590000,Brescia,Lombardy,,Sirmione,House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-sirmione-lombardei-93625_107685_sv00037/
1,2,,,"Toscolano Maderno, Brescia, Lombardy",,,432300,Brescia,Lombardy,,Toscolano Maderno,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-toscolano-maderno-gardasee-93625_107914_lv-027/
5,6,,,"Roè Volciano, Brescia, Lombardy",,,1980000,Brescia,Lombardy,,Roè Volciano,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-roe-volciano-gardasee-93625_108100_lv06186/
3,2,,,"Manerba del Garda, Brescia, Lombardy",,,730000,Brescia,Lombardy,,Manerba del Garda,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-manerba-del-garda-gardasee-93625_105162_pv005281/
3,3,,,"Manerba del Garda, Brescia, Lombardy",,,4500000,Brescia,Lombardy,,Manerba del Garda,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-manerba-del-garda-gardasee-93625_105250_pv005311/
3,4,,,"San Felice del Benaco, Brescia, Lombardy",,,1300000,Brescia,Lombardy,,San Felice del Benaco,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-san-felice-del-benaco-gardasee-93625_106843_lv05298/
1,1,,50,"Cianciana, Agrigento, Sicily",,,19000,Agrigento,Sicily,"Via Arcuri, 92012 Cianciana",Cianciana,Townhouse,https://www.italianhousesforsale.com/property-in-italy/townhouse-in-sicily-casa-manzullo-via-arcuri/
3,3,,143,"Guardistallo, Pisa, Tuscany",,,469000,Pisa,Tuscany,Guardistallo,Guardistallo,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-guardistallo-3-bedrooms-villa-tuscany-for-sale-a9591rp140/
4,4,,261,"Rignano sull'Arno, Firenze, Tuscany",,,1200000,Firenze,Tuscany,Rignano Sull'arno,Rignano sull'Arno,House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-rignano-sullarno-4-bedrooms-house-semidetached-tuscany-for-sale-a9591ab078/
2,2,,400,"Pomarance, Pisa, Tuscany",,,550000,Pisa,Tuscany,Pomarance,Pomarance,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-pomarance-2-bedrooms-farmhouse-tuscany-for-sale-a9591ir044/
4,4,,424,"Lucca, Lucca, Tuscany",,,1198000,Lucca,Tuscany,Lucca,Lucca,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-lucca-4-bedrooms-farmhouse-tuscany-for-sale-a9591ta2411240a/
6,7,,,"Padenghe sul Garda, Brescia, Lombardy",,,6450000,Brescia,Lombardy,,Padenghe sul Garda,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-padenghe-sul-garda-gardasee-93625_90651_pv000607/
2,3,,,"Padenghe sul Garda, Brescia, Lombardy",,,,Brescia,Lombardy,,Padenghe sul Garda,Price on request,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-padenghe-sul-garda-gardasee-93625_102255_pv004350/
,,,,"Cianciana, Sicily",,,15780,Cianciana,Sicily,"92012, Cianciana, Agrigento, Sicilia, Italia",,Land,https://www.italianhousesforsale.com/property-in-italy/panoramic-land-in-sicily-bellanca-cda-savarini/
2,3,,,"Toscolano Maderno, Brescia, Lombardy",,,450000,Brescia,Lombardy,,Toscolano Maderno,Beds:,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-toscolano-maderno-gardasee-93625_102498_lv04440-e/
2,2,,275,"Barberino Tavarnelle, Firenze, Tuscany",,,650000,Firenze,Tuscany,Barberino Tavarnelle,Barberino Tavarnelle,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-barberino-tavarnelle-2-bedrooms-flat-tuscany-for-sale-a9591mf088/
5,5,,392,"Santa Luce, Pisa, Tuscany",,,780000,Pisa,Tuscany,Santa Luce,Santa Luce,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-santa-luce-5-bedrooms-farmhouse-tuscany-for-sale-a9591mf082/
5,5,,429,"Casale Marittimo, Pisa, Tuscany",,,685000,Pisa,Tuscany,Casale Marittimo,Casale Marittimo,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-casale-marittimo-5-bedrooms-flat-tuscany-for-sale-a9591mf108/
5,5,,405,"Livorno, Livorno, Tuscany",,,780000,Livorno,Tuscany,Livorno,Livorno,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-livorno-5-bedrooms-villa-tuscany-for-sale-a9591gp1085/
4,4,,370,"Sassetta, Livorno, Tuscany",,,1200000,Livorno,Tuscany,Sassetta,Sassetta,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-sassetta-4-bedrooms-farmhouse-tuscany-for-sale-a3165ta2486349a/
1,1,,16000,"Volterra, Pisa, Tuscany",,,800000,Pisa,Tuscany,Volterra,Volterra,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-volterra-1-bedroom-farmhouse-tuscany-for-sale-a9591ta2202636a/
6,6,,352,"Montecatini Val di Cecina, Pisa, Tuscany",,,2200000,Pisa,Tuscany,Montecatini Val Di Cecina,Montecatini Val di Cecina,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-montecatini-val-di-cecina-6-bedrooms-villa-tuscany-for-sale-a9591rv2474617a/
3,3,,250,"Firenze, Firenze, Tuscany",,,1650000,Firenze,Tuscany,Firenze,Firenze,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-firenze-3-bedrooms-flat-tuscany-for-sale-a10360ra65626/
2,2,,200,"Barberino Tavarnelle, Firenze, Tuscany",,,500000,Firenze,Tuscany,Barberino Tavarnelle,Barberino Tavarnelle,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-barberino-tavarnelle-2-bedrooms-flat-tuscany-for-sale-a9591mf087/
,0,,300,"Viareggio, Lucca, Tuscany",,,1100000,Lucca,Tuscany,Viareggio,Viareggio,House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-viareggio-building-tuscany-for-sale-a9591ch2275815a/
6,6,,584,"Volterra, Pisa, Tuscany",,,1600000,Pisa,Tuscany,Volterra,Volterra,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-volterra-6-bedrooms-farmhouse-tuscany-for-sale-a9591fr022/
4,4,,723,"Collesalvetti, Livorno, Tuscany",,,1000000,Livorno,Tuscany,Collesalvetti,Collesalvetti,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-collesalvetti-4-bedrooms-rustic-house-tuscany-for-sale-a9591fr028/
4,4,,265,"Rosignano Marittimo, Livorno, Tuscany",,,680000,Livorno,Tuscany,Rosignano Marittimo,Rosignano Marittimo,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-rosignano-marittimo-4-bedrooms-villa-tuscany-for-sale-a9591mf071/
1,1,,46561,"Volterra, Pisa, Tuscany",,,2200000,Pisa,Tuscany,Volterra,Volterra,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-volterra-1-bedroom-farmhouse-tuscany-for-sale-a9591ta2206040a/
3,3,,300,"Pomarance, Pisa, Tuscany",,,650000,Pisa,Tuscany,Pomarance,Pomarance,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-pomarance-3-bedrooms-farmhouse-tuscany-for-sale-a9591mr092/
1,1,,7540,"Capannori, Lucca, Tuscany",,,5000000,Lucca,Tuscany,Capannori,Capannori,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-capannori-1-bedroom-farmhouse-tuscany-for-sale-a9591ab017/
7,7,,1098,"Lucca, Lucca, Tuscany",,,1350000,Lucca,Tuscany,Lucca,Lucca,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-lucca-7-bedrooms-villa-tuscany-for-sale-a9591gm004/
1,1,,1000,"Chianni, Pisa, Tuscany",,,980000,Pisa,Tuscany,Chianni,Chianni,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-chianni-1-bedroom-farmhouse-tuscany-for-sale-a9591og001/
4,4,,340,"Casole d'Elsa, Siena, Tuscany",,,840000,Siena,Tuscany,Casole D'elsa,Casole d'Elsa,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-casole-delsa-4-bedrooms-villa-tuscany-for-sale-a9591mr093/
4,4,,274,"San Vincenzo, Livorno, Tuscany",,,720000,Livorno,Tuscany,San Vincenzo,San Vincenzo,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-san-vincenzo-4-bedrooms-villa-tuscany-for-sale-a3165rv2481189a/
10,10,,435,"Reggello, Firenze, Tuscany",,,790000,Firenze,Tuscany,Reggello,Reggello,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-reggello-10-bedrooms-farmhouse-tuscany-for-sale-a9591ab083/
2,2,,270,"Rosignano Marittimo, Livorno, Tuscany",,,980000,Livorno,Tuscany,Rosignano Marittimo,Rosignano Marittimo,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-rosignano-marittimo-2-bedrooms-villa-tuscany-for-sale-a9591mf113/
15,15,,840,"Peccioli, Pisa, Tuscany",,,4500000,Pisa,Tuscany,Peccioli,Peccioli,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-peccioli-15-bedrooms-rustic-house-tuscany-for-sale-a9591sr010/
10,10,,940,"Volterra, Pisa, Tuscany",,,2500000,Pisa,Tuscany,Volterra,Volterra,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-volterra-10-bedrooms-villa-tuscany-for-sale-a9591ll004/
1,1,,300,"Santa Luce, Pisa, Tuscany",,,490000,Pisa,Tuscany,Santa Luce,Santa Luce,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-santa-luce-1-bedroom-farmhouse-tuscany-for-sale-a9591fr020/
3,3,,108,"Lucca, Lucca, Tuscany",,,395000,Lucca,Tuscany,Lucca,Lucca,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-lucca-3-bedrooms-flat-tuscany-for-sale-a9591ab051/
8,8,,163,"Sassetta, Livorno, Tuscany",,,780000,Livorno,Tuscany,Sassetta,Sassetta,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-sassetta-8-bedrooms-farmhouse-tuscany-for-sale-a9591mf101/
4,4,,300,"Pescaglia, Lucca, Tuscany",,,1200000,Lucca,Tuscany,Pescaglia,Pescaglia,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-pescaglia-4-bedrooms-villa-tuscany-for-sale-a9591ab020/
2,2,,90,"Rosignano Marittimo, Livorno, Tuscany",,,800000,Livorno,Tuscany,Rosignano Marittimo,Rosignano Marittimo,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-rosignano-marittimo-2-bedrooms-flat-tuscany-for-sale-a9591vc011/
3,3,,382,"Cecina, Livorno, Tuscany",,,520000,Livorno,Tuscany,Cecina,Cecina,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-cecina-3-bedrooms-flat-tuscany-for-sale-a9591mf069/
4,4,,320,"Campiglia Marittima, Livorno, Tuscany",,,1150000,Livorno,Tuscany,Campiglia Marittima,Campiglia Marittima,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-campiglia-marittima-4-bedrooms-farmhouse-tuscany-for-sale-a9591af005/
3,3,,150,"Barberino Tavarnelle, Firenze, Tuscany",,,485000,Firenze,Tuscany,Barberino Tavarnelle,Barberino Tavarnelle,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-barberino-tavarnelle-3-bedrooms-flat-tuscany-for-sale-a9591mf064/
5,5,,460,"Montaione, Firenze, Tuscany",,,2950000,Firenze,Tuscany,Montaione,Montaione,Country House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-montaione-5-bedrooms-rustic-village-tuscany-for-sale-a9591ab035/
4,4,,334,"Foiano della Chiana, Arezzo, Tuscany",,,620000,Arezzo,Tuscany,Foiano Della Chiana,Foiano della Chiana,House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-foiano-della-chiana-4-bedrooms-house-independent-tuscany-for-sale-a9591mf058/
5,5,,533,"Castiglione Di Garfagnana, Lucca, Tuscany",,,880000,Lucca,Tuscany,Castiglione Di Garfagnana,Castiglione Di Garfagnana,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-castiglione-di-garfagnana-5-bedrooms-farmhouse-tuscany-for-sale-a9591ab013/
5,5,,640,"Suvereto, Livorno, Tuscany",,,595000,Livorno,Tuscany,Suvereto,Suvereto,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-suvereto-5-bedrooms-farmhouse-tuscany-for-sale-a3165ta2353169a/
1,1,,220,"Pieve Santo Stefano, Arezzo, Tuscany",,,390000,Arezzo,Tuscany,Pieve Santo Stefano,Pieve Santo Stefano,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-pieve-santo-stefano-1-bedroom-farmhouse-tuscany-for-sale-a9591fr002/
6,6,,837,"Pontassieve, Firenze, Tuscany",,,3800000,Firenze,Tuscany,Pontassieve,Pontassieve,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-pontassieve-6-bedrooms-villa-tuscany-for-sale-a9591ab049/
4,4,,230,"Montescudaio, Pisa, Tuscany",,,510000,Pisa,Tuscany,Montescudaio,Montescudaio,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-montescudaio-4-bedrooms-villa-tuscany-for-sale-a9591rv2161530a/
,0,,,"Monterotondo Marittimo, Grosseto, Tuscany",,,400000,Grosseto,Tuscany,Monterotondo Marittimo,Monterotondo Marittimo,Commercial,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-monterotondo-marittimo-land-countrybuildable-tuscany-for-sale-a9591te2287193a/
1,1,,108,"Castellina Marittima, Pisa, Tuscany",,,328000,Pisa,Tuscany,Castellina Marittima,Castellina Marittima,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-castellina-marittima-1-bedroom-villa-tuscany-for-sale-a9591rp132/
1,1,,6300,"Volterra, Pisa, Tuscany",,,480000,Pisa,Tuscany,Volterra,Volterra,Farmhouse,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-volterra-1-bedroom-farmhouse-tuscany-for-sale-a9591ta2298139a/
4,4,,290,"Lucca, Lucca, Tuscany",,,1200000,Lucca,Tuscany,Lucca,Lucca,Apartment,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-lucca-4-bedrooms-flat-tuscany-for-sale-a9591ab054/
3,3,,526,"Volterra, Pisa, Tuscany",,,690000,Pisa,Tuscany,Volterra,Volterra,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-volterra-3-bedrooms-villa-tuscany-for-sale-a9591mr113/
3,3,,353,"Cecina, Livorno, Tuscany",,,780000,Livorno,Tuscany,Cecina,Cecina,House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-cecina-3-bedrooms-house-independent-tuscany-for-sale-a9591mf093/
3,3,,380,"Castelnuovo di Garfagnana, Lucca, Tuscany",,,470000,Lucca,Tuscany,Castelnuovo Di Garfagnana,Castelnuovo di Garfagnana,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-castelnuovo-di-garfagnana-3-bedrooms-villa-tuscany-for-sale-a9591ab073/
1,1,,96,"Volterra, Pisa, Tuscany",,,490000,Pisa,Tuscany,Volterra,Volterra,House,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-volterra-1-bedroom-house-independent-tuscany-for-sale-a9591mr091/
3,3,,360,"Bibbona, Livorno, Tuscany",,,485000,Livorno,Tuscany,Bibbona,Bibbona,Villa,https://www.italianhousesforsale.com/property-in-italy/property-for-sale-in-bibbona-3-bedrooms-villa-tuscany-for-sale-a9591sr008/
